Method,Seed,Delete %,Test Acc (General),Retain Set Acc,L2 Dist (Abs),L2 Dist (Rel %),Delete Set Acc,Delete Set Loss,Forgetting Score,Time (s),Speedup,MIA Accuracy,Privacy Gain,Retain_Acc_Class0,Delete_Acc_Class0,Forgetting_Class0,Utility_Loss_Class0,Retain_Acc_Class1,Delete_Acc_Class1,Forgetting_Class1,Utility_Loss_Class1,Retain_Acc_Class2,Delete_Acc_Class2,Forgetting_Class2,Utility_Loss_Class2,Retain_Acc_Class3,Delete_Acc_Class3,Forgetting_Class3,Utility_Loss_Class3,Retain_Acc_Class4,Delete_Acc_Class4,Forgetting_Class4,Utility_Loss_Class4,Retain_Acc_Class5,Delete_Acc_Class5,Forgetting_Class5,Utility_Loss_Class5,Retain_Acc_Class6,Delete_Acc_Class6,Forgetting_Class6,Utility_Loss_Class6,Retain_Acc_Class7,Delete_Acc_Class7,Forgetting_Class7,Utility_Loss_Class7,Retain_Acc_Class8,Delete_Acc_Class8,Forgetting_Class8,Utility_Loss_Class8,Retain_Acc_Class9,Delete_Acc_Class9,Forgetting_Class9,Utility_Loss_Class9,Retain_Acc_Class10,Delete_Acc_Class10,Forgetting_Class10,Utility_Loss_Class10,Retain_Acc_Class11,Delete_Acc_Class11,Forgetting_Class11,Utility_Loss_Class11,Retain_Acc_Class12,Delete_Acc_Class12,Forgetting_Class12,Utility_Loss_Class12,Retain_Acc_Class13,Delete_Acc_Class13,Forgetting_Class13,Utility_Loss_Class13,Retain_Acc_Class14,Delete_Acc_Class14,Forgetting_Class14,Utility_Loss_Class14,Retain_Acc_Class15,Delete_Acc_Class15,Forgetting_Class15,Utility_Loss_Class15,Retain_Acc_Class16,Delete_Acc_Class16,Forgetting_Class16,Utility_Loss_Class16,Retain_Acc_Class17,Delete_Acc_Class17,Forgetting_Class17,Utility_Loss_Class17,Retain_Acc_Class18,Delete_Acc_Class18,Forgetting_Class18,Utility_Loss_Class18,Retain_Acc_Class19,Delete_Acc_Class19,Forgetting_Class19,Utility_Loss_Class19,Retain_Acc_Class20,Delete_Acc_Class20,Forgetting_Class20,Utility_Loss_Class20,Retain_Acc_Class21,Delete_Acc_Class21,Forgetting_Class21,Utility_Loss_Class21,Retain_Acc_Class22,Delete_Acc_Class22,Forgetting_Class22,Utility_Loss_Class22,Retain_Acc_Class23,Delete_Acc_Class23,Forgetting_Class23,Utility_Loss_Class23,Retain_Acc_Class24,Delete_Acc_Class24,Forgetting_Class24,Utility_Loss_Class24,Retain_Acc_Class25,Delete_Acc_Class25,Forgetting_Class25,Utility_Loss_Class25,Retain_Acc_Class26,Delete_Acc_Class26,Forgetting_Class26,Utility_Loss_Class26,Retain_Acc_Class27,Delete_Acc_Class27,Forgetting_Class27,Utility_Loss_Class27,Retain_Acc_Class28,Delete_Acc_Class28,Forgetting_Class28,Utility_Loss_Class28,Retain_Acc_Class29,Delete_Acc_Class29,Forgetting_Class29,Utility_Loss_Class29,Retain_Acc_Class30,Delete_Acc_Class30,Forgetting_Class30,Utility_Loss_Class30,Retain_Acc_Class31,Delete_Acc_Class31,Forgetting_Class31,Utility_Loss_Class31,Retain_Acc_Class32,Delete_Acc_Class32,Forgetting_Class32,Utility_Loss_Class32,Retain_Acc_Class33,Delete_Acc_Class33,Forgetting_Class33,Utility_Loss_Class33,Retain_Acc_Class34,Delete_Acc_Class34,Forgetting_Class34,Utility_Loss_Class34,Retain_Acc_Class35,Delete_Acc_Class35,Forgetting_Class35,Utility_Loss_Class35,Retain_Acc_Class36,Delete_Acc_Class36,Forgetting_Class36,Utility_Loss_Class36,Retain_Acc_Class37,Delete_Acc_Class37,Forgetting_Class37,Utility_Loss_Class37,Retain_Acc_Class38,Delete_Acc_Class38,Forgetting_Class38,Utility_Loss_Class38,Retain_Acc_Class39,Delete_Acc_Class39,Forgetting_Class39,Utility_Loss_Class39,Retain_Acc_Class40,Delete_Acc_Class40,Forgetting_Class40,Utility_Loss_Class40,Retain_Acc_Class41,Delete_Acc_Class41,Forgetting_Class41,Utility_Loss_Class41,Retain_Acc_Class42,Delete_Acc_Class42,Forgetting_Class42,Utility_Loss_Class42,Retain_Acc_Class43,Delete_Acc_Class43,Forgetting_Class43,Utility_Loss_Class43,Retain_Acc_Class44,Delete_Acc_Class44,Forgetting_Class44,Utility_Loss_Class44,Retain_Acc_Class45,Delete_Acc_Class45,Forgetting_Class45,Utility_Loss_Class45,Retain_Acc_Class46,Delete_Acc_Class46,Forgetting_Class46,Utility_Loss_Class46,Retain_Acc_Class47,Delete_Acc_Class47,Forgetting_Class47,Utility_Loss_Class47,Retain_Acc_Class48,Delete_Acc_Class48,Forgetting_Class48,Utility_Loss_Class48,Retain_Acc_Class49,Delete_Acc_Class49,Forgetting_Class49,Utility_Loss_Class49,Retain_Acc_Class50,Delete_Acc_Class50,Forgetting_Class50,Utility_Loss_Class50,Retain_Acc_Class51,Delete_Acc_Class51,Forgetting_Class51,Utility_Loss_Class51,Retain_Acc_Class52,Delete_Acc_Class52,Forgetting_Class52,Utility_Loss_Class52,Retain_Acc_Class53,Delete_Acc_Class53,Forgetting_Class53,Utility_Loss_Class53,Retain_Acc_Class54,Delete_Acc_Class54,Forgetting_Class54,Utility_Loss_Class54,Retain_Acc_Class55,Delete_Acc_Class55,Forgetting_Class55,Utility_Loss_Class55,Retain_Acc_Class56,Delete_Acc_Class56,Forgetting_Class56,Utility_Loss_Class56,Retain_Acc_Class57,Delete_Acc_Class57,Forgetting_Class57,Utility_Loss_Class57,Retain_Acc_Class58,Delete_Acc_Class58,Forgetting_Class58,Utility_Loss_Class58,Retain_Acc_Class59,Delete_Acc_Class59,Forgetting_Class59,Utility_Loss_Class59,Retain_Acc_Class60,Delete_Acc_Class60,Forgetting_Class60,Utility_Loss_Class60,Retain_Acc_Class61,Delete_Acc_Class61,Forgetting_Class61,Utility_Loss_Class61,Retain_Acc_Class62,Delete_Acc_Class62,Forgetting_Class62,Utility_Loss_Class62,Retain_Acc_Class63,Delete_Acc_Class63,Forgetting_Class63,Utility_Loss_Class63,Retain_Acc_Class64,Delete_Acc_Class64,Forgetting_Class64,Utility_Loss_Class64,Retain_Acc_Class65,Delete_Acc_Class65,Forgetting_Class65,Utility_Loss_Class65,Retain_Acc_Class66,Delete_Acc_Class66,Forgetting_Class66,Utility_Loss_Class66,Retain_Acc_Class67,Delete_Acc_Class67,Forgetting_Class67,Utility_Loss_Class67,Retain_Acc_Class68,Delete_Acc_Class68,Forgetting_Class68,Utility_Loss_Class68,Retain_Acc_Class69,Delete_Acc_Class69,Forgetting_Class69,Utility_Loss_Class69,Retain_Acc_Class70,Delete_Acc_Class70,Forgetting_Class70,Utility_Loss_Class70,Retain_Acc_Class71,Delete_Acc_Class71,Forgetting_Class71,Utility_Loss_Class71,Retain_Acc_Class72,Delete_Acc_Class72,Forgetting_Class72,Utility_Loss_Class72,Retain_Acc_Class73,Delete_Acc_Class73,Forgetting_Class73,Utility_Loss_Class73,Retain_Acc_Class74,Delete_Acc_Class74,Forgetting_Class74,Utility_Loss_Class74,Retain_Acc_Class75,Delete_Acc_Class75,Forgetting_Class75,Utility_Loss_Class75,Retain_Acc_Class76,Delete_Acc_Class76,Forgetting_Class76,Utility_Loss_Class76,Retain_Acc_Class77,Delete_Acc_Class77,Forgetting_Class77,Utility_Loss_Class77,Retain_Acc_Class78,Delete_Acc_Class78,Forgetting_Class78,Utility_Loss_Class78,Retain_Acc_Class79,Delete_Acc_Class79,Forgetting_Class79,Utility_Loss_Class79,Retain_Acc_Class80,Delete_Acc_Class80,Forgetting_Class80,Utility_Loss_Class80,Retain_Acc_Class81,Delete_Acc_Class81,Forgetting_Class81,Utility_Loss_Class81,Retain_Acc_Class82,Delete_Acc_Class82,Forgetting_Class82,Utility_Loss_Class82,Retain_Acc_Class83,Delete_Acc_Class83,Forgetting_Class83,Utility_Loss_Class83,Retain_Acc_Class84,Delete_Acc_Class84,Forgetting_Class84,Utility_Loss_Class84,Retain_Acc_Class85,Delete_Acc_Class85,Forgetting_Class85,Utility_Loss_Class85,Retain_Acc_Class86,Delete_Acc_Class86,Forgetting_Class86,Utility_Loss_Class86,Retain_Acc_Class87,Delete_Acc_Class87,Forgetting_Class87,Utility_Loss_Class87,Retain_Acc_Class88,Delete_Acc_Class88,Forgetting_Class88,Utility_Loss_Class88,Retain_Acc_Class89,Delete_Acc_Class89,Forgetting_Class89,Utility_Loss_Class89,Retain_Acc_Class90,Delete_Acc_Class90,Forgetting_Class90,Utility_Loss_Class90,Retain_Acc_Class91,Delete_Acc_Class91,Forgetting_Class91,Utility_Loss_Class91,Retain_Acc_Class92,Delete_Acc_Class92,Forgetting_Class92,Utility_Loss_Class92,Retain_Acc_Class93,Delete_Acc_Class93,Forgetting_Class93,Utility_Loss_Class93,Retain_Acc_Class94,Delete_Acc_Class94,Forgetting_Class94,Utility_Loss_Class94,Retain_Acc_Class95,Delete_Acc_Class95,Forgetting_Class95,Utility_Loss_Class95,Retain_Acc_Class96,Delete_Acc_Class96,Forgetting_Class96,Utility_Loss_Class96,Retain_Acc_Class97,Delete_Acc_Class97,Forgetting_Class97,Utility_Loss_Class97,Retain_Acc_Class98,Delete_Acc_Class98,Forgetting_Class98,Utility_Loss_Class98,Retain_Acc_Class99,Delete_Acc_Class99,Forgetting_Class99,Utility_Loss_Class99
exact_retraining,42,5%,0.3133,0.9591,0.0000,0.0000%,0.3208,5.1266,0.6348,227.40,1.0x,0.6976,0.0000,0.9789,0.6400,0.3600,0.0126,0.9784,0.1667,0.7778,-0.0065,0.9832,0.0833,0.8333,-0.1176,0.7688,,,0.1812,0.9346,0.1923,0.6923,-0.1203,0.9873,0.3793,0.6207,0.0064,0.9748,0.2174,0.7826,0.0168,0.9662,0.1852,0.6667,-0.0634,1.0000,0.5556,0.4444,-0.0106,0.9811,0.4800,0.4400,-0.0147,0.9532,0.2000,0.7667,-0.0043,0.9424,0.0968,0.9032,0.0277,0.9787,0.2000,0.8000,0.0128,0.9231,0.2105,0.7368,0.0707,0.9332,,,0.0042,0.9500,0.2500,0.7500,0.0354,0.9809,0.1429,0.8214,-0.0042,0.9916,0.4348,0.5652,-0.0021,0.9068,0.0714,0.9286,0.0614,0.9600,0.2400,0.7200,0.0126,0.9104,0.5161,0.4839,0.0682,0.9853,0.2083,0.7917,-0.0042,0.8470,0.2174,0.7391,0.1027,0.9268,0.3636,0.5909,0.0042,0.9915,0.7407,0.2222,-0.0507,0.9667,0.3158,0.6842,-0.0042,0.9387,0.2963,0.6667,-0.0042,0.9449,0.1429,0.7857,0.0360,0.9682,0.4828,0.4828,0.0297,0.9193,0.2941,0.6471,-0.0186,0.9854,0.4286,0.5714,-0.0271,0.9643,0.2500,0.7083,-0.0525,0.8943,0.1852,0.7407,0.0169,0.9682,0.3571,0.6429,0.0148,0.9521,0.1000,0.9000,0.0375,0.9873,0.3333,0.6667,0.0000,0.9958,0.4800,0.5200,0.0021,0.9916,0.3077,0.6538,-0.0338,0.9937,0.3913,0.4783,-0.0629,0.9106,0.2333,0.6000,-0.1021,0.9641,0.2963,0.7037,0.0106,0.9979,0.6452,0.3548,0.0000,0.9587,0.2500,0.7500,0.0000,0.9958,0.2632,0.7368,-0.0062,0.9558,0.0800,0.7600,-0.0947,0.9102,,,0.0251,0.9421,0.0625,0.9375,0.0186,0.9916,0.3600,0.6000,-0.0021,0.9032,0.4000,0.5600,0.0779,0.9873,0.4815,0.5185,0.0085,0.9684,0.0769,0.8077,-0.0717,0.9642,0.2000,0.7200,-0.0105,0.9979,0.6552,0.3448,-0.0021,0.9979,0.5938,0.3125,-0.0342,0.9662,0.3462,0.6538,0.0211,0.8703,0.0455,0.9545,0.0439,0.9979,0.5517,0.4138,-0.0085,0.9346,0.3846,0.5385,-0.0127,0.9831,0.4286,0.5714,0.0106,0.9958,0.2917,0.7083,-0.0147,0.9461,0.3889,0.6111,0.0415,0.9937,0.6522,0.2609,-0.0126,0.9937,0.4286,0.5714,0.0042,0.9895,0.3077,0.6923,0.0063,0.9830,0.2069,0.6207,-0.0594,0.9229,0.1000,0.8000,0.0146,0.9828,0.2778,0.6944,-0.0647,0.9260,0.3704,0.5926,0.0063,1.0000,0.6400,0.3600,-0.0021,0.9851,0.4839,0.5161,0.0085,0.9058,0.2424,0.6667,0.0578,0.9917,0.5294,0.3529,-0.0311,0.8951,0.1212,0.8182,0.0535,0.9789,0.5926,0.2963,-0.1522,0.9638,0.1667,0.8000,0.0234,1.0000,0.5789,0.4211,-0.0062,0.9642,0.6800,0.2800,0.0168,0.9555,0.1786,0.8214,0.0064,0.9002,,,0.0374,0.8894,0.3000,0.6000,0.0660,0.9895,0.1364,0.8636,-0.0084,0.9835,0.2500,0.7500,0.0000,0.9938,0.6000,0.3500,-0.0104,0.9509,0.1875,0.7500,-0.0085,0.8908,0.2500,0.7083,0.0210,0.9295,0.5000,0.5000,0.0560,0.9703,0.3571,0.6429,0.0106,0.9958,0.2963,0.6667,-0.0127,0.9937,0.3600,0.6400,-0.0042,0.9937,0.1667,0.7500,-0.0105,0.9937,0.2857,0.7143,-0.0355,0.9622,0.5417,0.4583,0.0231,0.9768,0.2000,0.6000,-0.0716,0.9407,0.1071,0.7500,-0.0381,1.0000,0.7188,0.2500,-0.0043,0.9813,0.6842,0.2632,-0.0936,0.9751,0.3889,0.6111,0.0166,0.9811,0.3333,0.6667,0.0126,0.9747,0.1600,0.8000,-0.0884,0.8758,0.2353,0.7059,-0.0228
gradient_ascent,42,5%,0.3080,0.9253,144.1260,140.6137%,0.9212,0.2968,0.0344,1.68,135.1x,0.6788,0.0187,0.9832,1.0000,0.0000,0.0084,0.9138,0.8611,0.0833,0.0582,0.7878,0.7500,0.1667,0.0777,0.9042,0.9000,0.0500,0.0458,0.7384,0.7308,0.1538,0.0759,0.9490,0.9310,0.0690,0.0446,0.9811,1.0000,0.0000,0.0105,0.8393,0.7407,0.1111,0.0634,0.9789,1.0000,0.0000,0.0106,0.9158,0.8800,0.0400,0.0505,0.9064,0.9333,0.0333,0.0426,0.9360,0.9677,0.0323,0.0341,0.9851,1.0000,0.0000,0.0064,0.9792,0.9474,0.0000,0.0146,0.9061,0.8095,0.0476,0.0313,0.9708,1.0000,0.0000,0.0146,0.9597,0.9643,0.0000,0.0169,0.9790,1.0000,0.0000,0.0105,0.9470,1.0000,0.0000,0.0212,0.9642,0.9600,0.0000,0.0084,0.8571,0.9032,0.0968,0.1215,0.9601,0.9167,0.0833,0.0210,0.9161,0.8696,0.0870,0.0335,0.8912,1.0000,-0.0455,0.0397,0.9091,0.8889,0.0741,0.0317,0.9002,0.7895,0.2105,0.0624,0.8837,0.9259,0.0370,0.0507,0.9492,0.8571,0.0714,0.0318,0.9533,0.8966,0.0690,0.0446,0.8364,0.8824,0.0588,0.0642,0.9582,1.0000,0.0000,0.0000,0.8950,0.8750,0.0833,0.0168,0.8795,0.8889,0.0370,0.0317,0.9767,1.0000,0.0000,0.0064,0.9854,1.0000,0.0000,0.0042,0.9662,1.0000,0.0000,0.0211,0.9916,1.0000,0.0000,0.0063,0.9451,0.8846,0.0769,0.0127,0.8994,0.8261,0.0435,0.0314,0.6851,0.7667,0.0667,0.1234,0.9471,0.9259,0.0741,0.0275,0.9957,0.9677,0.0323,0.0021,0.9236,1.0000,0.0000,0.0351,0.9854,1.0000,0.0000,0.0042,0.8084,0.8400,0.0000,0.0526,0.8601,0.6190,0.1429,0.0752,0.9194,1.0000,0.0000,0.0413,0.9726,0.9200,0.0400,0.0168,0.9663,0.9600,0.0000,0.0147,0.9852,1.0000,0.0000,0.0106,0.8523,0.8462,0.0385,0.0443,0.9242,0.8800,0.0400,0.0295,0.9915,1.0000,0.0000,0.0042,0.9444,0.9062,0.0000,0.0192,0.9810,1.0000,0.0000,0.0063,0.8808,0.9091,0.0909,0.0335,0.9788,0.9655,0.0000,0.0106,0.8797,0.9231,0.0000,0.0422,0.9852,1.0000,0.0000,0.0085,0.9580,0.9583,0.0417,0.0231,0.9440,1.0000,0.0000,0.0436,0.9644,0.9130,0.0000,0.0168,0.9979,1.0000,0.0000,0.0000,0.9367,0.9231,0.0769,0.0591,0.8493,0.7241,0.1034,0.0743,0.9104,0.8500,0.0500,0.0271,0.9073,0.9444,0.0278,0.0108,0.8879,0.9259,0.0370,0.0444,0.9832,1.0000,0.0000,0.0147,0.9808,0.9032,0.0968,0.0128,0.9507,0.9091,0.0000,0.0128,0.9213,0.8235,0.0588,0.0393,0.9058,0.8788,0.0606,0.0428,0.7209,0.8148,0.0741,0.1057,0.9362,0.9333,0.0333,0.0511,0.9896,1.0000,0.0000,0.0042,0.9537,0.9600,0.0000,0.0274,0.9004,0.9286,0.0714,0.0614,0.8940,0.9474,-0.0526,0.0437,0.9255,0.9000,0.0000,0.0298,0.9707,0.9545,0.0455,0.0105,0.9752,1.0000,0.0000,0.0083,0.9792,0.9500,0.0000,0.0042,0.9359,0.8750,0.0625,0.0064,0.8718,0.8750,0.0833,0.0399,0.9793,1.0000,0.0000,0.0062,0.9449,0.9643,0.0357,0.0360,0.9662,1.0000,-0.0370,0.0169,0.9874,1.0000,0.0000,0.0021,0.9748,0.9167,0.0000,0.0084,0.9290,1.0000,0.0000,0.0292,0.9727,0.9167,0.0833,0.0126,0.9053,0.8800,-0.0800,0.0000,0.7966,0.7857,0.0714,0.1059,0.9594,0.9688,0.0000,0.0363,0.8212,0.9474,0.0000,0.0665,0.9834,0.9444,0.0556,0.0083,0.9916,1.0000,0.0000,0.0021,0.8379,0.9600,0.0000,0.0484,0.7867,0.8824,0.0588,0.0663
first_epoch_reversal,42,5%,,0.6729,114.3298,108.9878%,0.3500,2.9064,0.5484,49.01,4.6x,0.4825,0.1304,0.8737,0.6800,0.3200,0.1158,0.9073,0.6389,0.3056,0.0151,0.6261,0.2917,0.5833,0.1134,0.3896,0.0500,0.8000,0.4937,0.6203,0.3077,0.6154,0.2932,0.7792,0.3448,0.5862,0.1805,0.5388,0.1304,0.8696,0.3795,0.7738,0.4074,0.4074,0.0825,0.8224,0.5556,0.4444,0.1628,0.6442,0.4400,0.5600,0.2989,0.5043,0.1667,0.4333,0.1447,0.6759,0.2581,0.6774,0.1535,0.6723,0.2000,0.7667,0.2596,0.5738,0.1053,0.6842,0.2037,0.5240,0.0952,0.8571,0.3507,0.6021,0.2000,0.7000,0.3375,0.7415,0.2143,0.7143,0.1695,0.9057,0.6522,0.3478,0.0273,0.5763,0.2143,0.6429,0.1695,0.6547,0.3200,0.6400,0.1937,0.9104,0.5484,0.3871,0.0768,0.7500,0.2917,0.5417,0.1176,0.7966,0.4348,0.2609,0.0314,0.8682,0.7273,0.2273,0.0418,0.8753,0.7407,0.2593,0.0930,0.6237,0.3158,0.6316,0.3015,0.4038,0.0370,0.8148,0.3848,0.5254,0.2143,0.7857,0.3602,0.8132,0.6207,0.2414,0.1104,0.6853,0.4706,0.4706,0.2050,0.7453,0.4762,0.4762,0.1816,0.7815,0.4583,0.5417,0.1660,0.5856,0.1481,0.6296,0.0677,0.6335,0.2143,0.7857,0.3220,0.5500,0.2000,0.6500,0.3625,0.6681,0.1852,0.5926,0.1480,0.7116,0.3600,0.6400,0.2674,0.4177,,,0.4008,0.4486,0.2609,0.6087,0.4235,0.4638,0.0667,0.7000,0.3915,0.6195,0.2963,0.5926,0.2833,0.8294,0.5161,0.4839,0.1429,0.7045,0.3750,0.5625,0.2231,0.7297,0.3158,0.5789,0.1455,0.4358,0.0800,0.8000,0.4105,0.5303,0.0476,0.5714,0.3006,0.4731,,,0.3636,0.7579,0.2400,0.6800,0.2147,0.8316,0.6000,0.3600,0.1095,0.6554,0.3333,0.6667,0.2304,0.5464,0.0385,0.8077,0.3629,0.7621,0.3600,0.5600,0.1600,0.9193,0.7241,0.2759,0.0616,0.9145,0.6875,0.3125,0.0427,0.7869,0.4231,0.5769,0.1350,0.4121,,,0.4079,0.8110,0.5862,0.3793,0.1592,0.5274,0.3846,0.5000,0.3544,0.8538,0.4286,0.5714,0.1419,0.6660,0.2500,0.4583,0.0546,0.8734,0.5556,0.4444,0.0913,0.7757,0.5217,0.4348,0.1635,0.6033,0.3333,0.6190,0.3716,0.8586,0.6154,0.3462,0.0232,0.7006,0.1724,0.4138,-0.0828,0.3583,0.0500,0.7000,0.4188,0.3707,0.1111,0.8333,0.5668,0.5201,0.4074,0.4815,0.2770,0.9179,0.6800,0.3200,0.0800,0.7846,0.3871,0.5484,0.1855,0.6767,0.3333,0.6667,0.3019,0.8778,0.5294,0.3529,0.0041,0.4540,0.1818,0.6061,0.2527,0.3827,0.3704,0.6296,0.5624,0.7021,0.3000,0.5000,0.0830,0.8337,0.7368,0.2632,0.1497,0.8379,0.8400,0.0800,0.1116,0.6737,0.1786,0.6071,0.1949,0.5447,0.2105,0.5789,0.2474,0.6936,0.4000,0.3333,0.2085,0.3075,0.0909,0.7273,0.5230,0.8533,0.3750,0.6250,0.1281,0.8604,0.6000,0.4000,0.1229,0.6923,0.1875,0.5938,0.1303,0.5777,0.2500,0.6667,0.2437,0.8776,0.7778,0.1111,0.0166,0.7415,0.3214,0.6786,0.1674,0.8034,0.4815,0.4444,0.1268,0.4863,0.1600,0.8000,0.4547,0.7206,0.2917,0.5417,0.2080,0.5595,0.2857,0.6667,0.3319,0.7836,0.6250,0.2500,0.1345,0.6189,0.2000,0.5600,0.1516,0.3559,,,0.4661,0.8675,0.7500,0.1562,0.0812,0.7568,0.4211,0.5789,0.1726,0.7718,0.4444,0.5556,0.1784,0.7353,0.5000,0.3750,0.1345,0.6695,0.2800,0.5600,0.2611,0.3934,0.1765,0.7647,0.3437
